path,key,type,value,depth
sections[3].data.sentimentStackedChart[3].value,value,string,Transparência,6
sections[3].data.sentimentStackedChart[3].positive,positive,number,45.2,6
sections[3].data.sentimentStackedChart[3].neutral,neutral,number,32.8,6
sections[3].data.sentimentStackedChart[3].negative,negative,number,22,6
sections[3].data.sentimentDivergentChartCommunication,sentimentDivergentChartCommunication,array,,4
sections[3].data.sentimentDivergentChartCommunication[0],sentimentDivergentChartCommunication[0],object,,5
sections[3].data.sentimentDivergentChartCommunication[0].aspect,aspect,string,Clareza das Mensagens,6
sections[3].data.sentimentDivergentChartCommunication[0].positive,positive,number,38.5,6
sections[3].data.sentimentDivergentChartCommunication[0].neutral,neutral,number,25,6
sections[3].data.sentimentDivergentChartCommunication[0].negative,negative,number,36.5,6
sections[3].data.sentimentDivergentChartCommunication[1],sentimentDivergentChartCommunication[1],object,,5
sections[3].data.sentimentDivergentChartCommunication[1].aspect,aspect,string,Frequência de Comunicação,6
sections[3].data.sentimentDivergentChartCommunication[1].positive,positive,number,28.2,6
sections[3].data.sentimentDivergentChartCommunication[1].neutral,neutral,number,22.8,6
sections[3].data.sentimentDivergentChartCommunication[1].negative,negative,number,49,6
sections[3].data.sentimentDivergentChartCommunication[2],sentimentDivergentChartCommunication[2],object,,5
sections[3].data.sentimentDivergentChartCommunication[2].aspect,aspect,string,Canais de Comunicação,6
sections[3].data.sentimentDivergentChartCommunication[2].positive,positive,number,42.5,6
sections[3].data.sentimentDivergentChartCommunication[2].neutral,neutral,number,28.5,6
sections[3].data.sentimentDivergentChartCommunication[2].negative,negative,number,29,6
sections[3].data.sentimentDivergentChartCommunication[3],sentimentDivergentChartCommunication[3],object,,5
sections[3].data.sentimentDivergentChartCommunication[3].aspect,aspect,string,Transparência,6
sections[3].data.sentimentDivergentChartCommunication[3].positive,positive,number,32.5,6
sections[3].data.sentimentDivergentChartCommunication[3].neutral,neutral,number,22.5,6
sections[3].data.sentimentDivergentChartCommunication[3].negative,negative,number,45,6
sections[3].data.programsBarChart,programsBarChart,array,,4
sections[3].data.programsBarChart[0],programsBarChart[0],object,,5
sections[3].data.programsBarChart[0].program,program,string,Treinamentos Técnicos,6
sections[3].data.programsBarChart[0].satisfaction,satisfaction,number,82.5,6
sections[3].data.programsBarChart[0].count,count,number,701,6
sections[3].data.programsBarChart[1],programsBarChart[1],object,,5
sections[3].data.programsBarChart[1].program,program,string,Programa de Mentoria,6
sections[3].data.programsBarChart[1].satisfaction,satisfaction,number,75,6
sections[3].data.programsBarChart[1].count,count,number,638,6
sections[3].data.programsBarChart[2],programsBarChart[2],object,,5
sections[3].data.programsBarChart[2].program,program,string,Oportunidades de Crescimento,6
sections[3].data.programsBarChart[2].satisfaction,satisfaction,number,68.5,6
sections[3].data.programsBarChart[2].count,count,number,582,6
sections[3].data.programsBarChart[3],programsBarChart[3],object,,5
sections[3].data.programsBarChart[3].program,program,string,Desenvolvimento de Liderança,6
sections[3].data.programsBarChart[3].satisfaction,satisfaction,number,62,6
sections[3].data.programsBarChart[3].count,count,number,527,6
sections[3].data.programsBarChart[4],programsBarChart[4],object,,5
sections[3].data.programsBarChart[4].program,program,string,Certificações,6
sections[3].data.programsBarChart[4].satisfaction,satisfaction,number,58.5,6
sections[3].data.programsBarChart[4].count,count,number,497,6
sections[4],sections[4],object,,2
sections[4].id,id,string,responses,3
sections[4].index,index,number,4,3
sections[4].name,name,string,Análise por Questão,3
sections[4].icon,icon,string,MessageSquare,3
sections[4].questions,questions,array,,3
sections[4].questions[0],questions[0],object,,4
sections[4].questions[0].id,id,number,1,5
sections[4].questions[0].index,index,number,1,5
sections[4].questions[0].questionType,questionType,string,nps,5
sections[4].questions[0].question,question,string,"Em uma escala de 0 a 10, qual a probabilidade de você recomendar nossa empresa como um ótimo lugar para trabalhar?",5
sections[4].questions[0].summary,summary,string,"O NPS organizacional é de 35 pontos, indicando uma base sólida de promotores.
58% dos funcionários são promotores, 20% são neutros e 22% são detratores.
Este resultado positivo indica que a maioria dos funcionários está satisfeita e recomendaria a empresa.",5
sections[4].questions[0].data,data,object,,5
sections[4].questions[0].data.npsScore,npsScore,number,35,6
sections[4].questions[0].data.npsCategory,npsCategory,string,Bom,6
sections[4].questions[0].data.npsStackedChart,npsStackedChart,array,,6
sections[4].questions[0].data.npsStackedChart[0],npsStackedChart[0],object,,7
sections[4].questions[0].data.npsStackedChart[0].option,option,string,Promotor,8
sections[4].questions[0].data.npsStackedChart[0].value,value,number,493,8
sections[4].questions[0].data.npsStackedChart[0].percentage,percentage,number,58,8
sections[4].questions[0].data.npsStackedChart[1],npsStackedChart[1],object,,7
sections[4].questions[0].data.npsStackedChart[1].option,option,string,Neutro,8
sections[4].questions[0].data.npsStackedChart[1].value,value,number,170,8
sections[4].questions[0].data.npsStackedChart[1].percentage,percentage,number,20,8
sections[4].questions[0].data.npsStackedChart[2],npsStackedChart[2],object,,7
sections[4].questions[0].data.npsStackedChart[2].option,option,string,Detrator,8
sections[4].questions[0].data.npsStackedChart[2].value,value,number,187,8
sections[4].questions[0].data.npsStackedChart[2].percentage,percentage,number,22,8
sections[4].questions[1],questions[1],object,,4
sections[4].questions[1].id,id,number,2,5
sections[4].questions[1].index,index,number,2,5
sections[4].questions[1].questionType,questionType,string,multiple-choice,5
sections[4].questions[1].question,question,string,Como você avalia o equilíbrio entre vida pessoal e profissional?,5
sections[4].questions[1].summary,summary,string,"A maioria dos funcionários (52%) avalia o equilíbrio como bom ou muito bom.
28% consideram regular, enquanto 20% avaliam como ruim ou muito ruim.
Este resultado indica que há espaço para melhorias, especialmente em flexibilidade e gestão de carga de trabalho.",5
sections[4].questions[1].data,data,object,,5
sections[4].questions[1].data.barChart,barChart,array,,6
sections[4].questions[1].data.barChart[0],barChart[0],object,,7
sections[4].questions[1].data.barChart[0].option,option,string,Muito bom,8
sections[4].questions[1].data.barChart[0].value,value,number,221,8
sections[4].questions[1].data.barChart[0].percentage,percentage,number,26,8
sections[4].questions[1].data.barChart[1],barChart[1],object,,7
sections[4].questions[1].data.barChart[1].option,option,string,Bom,8
sections[4].questions[1].data.barChart[1].value,value,number,221,8
sections[4].questions[1].data.barChart[1].percentage,percentage,number,26,8
sections[4].questions[1].data.barChart[2],barChart[2],object,,7
sections[4].questions[1].data.barChart[2].option,option,string,Regular,8
sections[4].questions[1].data.barChart[2].value,value,number,238,8
sections[4].questions[1].data.barChart[2].percentage,percentage,number,28,8
sections[4].questions[1].data.barChart[3],barChart[3],object,,7
sections[4].questions[1].data.barChart[3].option,option,string,Ruim,8
sections[4].questions[1].data.barChart[3].value,value,number,136,8
sections[4].questions[1].data.barChart[3].percentage,percentage,number,16,8
sections[4].questions[1].data.barChart[4],barChart[4],object,,7
sections[4].questions[1].data.barChart[4].option,option,string,Muito ruim,8
sections[4].questions[1].data.barChart[4].value,value,number,34,8
sections[4].questions[1].data.barChart[4].percentage,percentage,number,4,8
sections[4].questions[2],questions[2],object,,4
sections[4].questions[2].id,id,number,3,5
sections[4].questions[2].index,index,number,3,5
sections[4].questions[2].questionType,questionType,string,multiple-choice,5
sections[4].questions[2].question,question,string,Com que frequência você recebe feedback sobre seu desempenho?,5
sections[4].questions[2].summary,summary,string,"42% dos funcionários recebem feedback mensalmente, enquanto 28% recebem trimestralmente.
18% recebem feedback esporadicamente e 12% raramente ou nunca.
Há oportunidade de melhorar a frequência e qualidade do feedback, especialmente feedback contínuo.",5
sections[4].questions[2].data,data,object,,5
sections[4].questions[2].data.barChart,barChart,array,,6
sections[4].questions[2].data.barChart[0],barChart[0],object,,7
sections[4].questions[2].data.barChart[0].option,option,string,Mensalmente,8
sections[4].questions[2].data.barChart[0].value,value,number,357,8
sections[4].questions[2].data.barChart[0].percentage,percentage,number,42,8
sections[4].questions[2].data.barChart[1],barChart[1],object,,7
sections[4].questions[2].data.barChart[1].option,option,string,Trimestralmente,8
sections[4].questions[2].data.barChart[1].value,value,number,238,8
sections[4].questions[2].data.barChart[1].percentage,percentage,number,28,8
sections[4].questions[2].data.barChart[2],barChart[2],object,,7
sections[4].questions[2].data.barChart[2].option,option,string,Esporadicamente,8
sections[4].questions[2].data.barChart[2].value,value,number,153,8
sections[4].questions[2].data.barChart[2].percentage,percentage,number,18,8
sections[4].questions[2].data.barChart[3],barChart[3],object,,7
sections[4].questions[2].data.barChart[3].option,option,string,Raramente,8
sections[4].questions[2].data.barChart[3].value,value,number,85,8
sections[4].questions[2].data.barChart[3].percentage,percentage,number,10,8
sections[4].questions[2].data.barChart[4],barChart[4],object,,7
sections[4].questions[2].data.barChart[4].option,option,string,Nunca,8
sections[4].questions[2].data.barChart[4].value,value,number,17,8
sections[4].questions[2].data.barChart[4].percentage,percentage,number,2,8
sections[4].questions[3],questions[3],object,,4
sections[4].questions[3].id,id,number,4,5
sections[4].questions[3].index,index,number,4,5
sections[4].questions[3].questionType,questionType,string,open-ended,5
sections[4].questions[3].question,question,string,O que você mais valoriza na empresa?,5
sections[4].questions[3].summary,summary,string,"As respostas abertas destacam trabalho em equipe, oportunidades de desenvolvimento e flexibilidade como os principais valores.
Comunicação interna e processos burocráticos são mencionados como áreas de melhoria.",5
sections[4].questions[3].data,data,object,,5
sections[4].questions[3].data.sentimentStackedChart,sentimentStackedChart,array,,6
sections[4].questions[3].data.sentimentStackedChart[0],sentimentStackedChart[0],object,,7
sections[4].questions[3].data.sentimentStackedChart[0].category,category,string,Trabalho em Equipe,8
sections[4].questions[3].data.sentimentStackedChart[0].positive,positive,number,72.3,8
sections[4].questions[3].data.sentimentStackedChart[0].neutral,neutral,number,18.5,8
sections[4].questions[3].data.sentimentStackedChart[0].negative,negative,number,9.2,8
sections[4].questions[3].data.sentimentStackedChart[1],sentimentStackedChart[1],object,,7
sections[4].questions[3].data.sentimentStackedChart[1].category,category,string,Desenvolvimento Profissional,8
sections[4].questions[3].data.sentimentStackedChart[1].positive,positive,number,68.1,8
sections[4].questions[3].data.sentimentStackedChart[1].neutral,neutral,number,22.4,8
sections[4].questions[3].data.sentimentStackedChart[1].negative,negative,number,9.5,8
sections[4].questions[3].data.sentimentStackedChart[2],sentimentStackedChart[2],object,,7
sections[4].questions[3].data.sentimentStackedChart[2].category,category,string,Flexibilidade,8
sections[4].questions[3].data.sentimentStackedChart[2].positive,positive,number,65.2,8
sections[4].questions[3].data.sentimentStackedChart[2].neutral,neutral,number,25.8,8
sections[4].questions[3].data.sentimentStackedChart[2].negative,negative,number,9,8
sections[4].questions[3].data.sentimentStackedChart[3],sentimentStackedChart[3],object,,7
sections[4].questions[3].data.sentimentStackedChart[3].category,category,string,Liderança,8
sections[4].questions[3].data.sentimentStackedChart[3].positive,positive,number,58.7,8
sections[4].questions[3].data.sentimentStackedChart[3].neutral,neutral,number,28.3,8
sections[4].questions[3].data.sentimentStackedChart[3].negative,negative,number,13,8
sections[4].questions[3].data.topCategoriesCards,topCategoriesCards,array,,6
sections[4].questions[3].data.topCategoriesCards[0],topCategoriesCards[0],object,,7
sections[4].questions[3].data.topCategoriesCards[0].rank,rank,number,1,8
sections[4].questions[3].data.topCategoriesCards[0].category,category,string,Trabalho em Equipe,8
sections[4].questions[3].data.topCategoriesCards[0].mentions,mentions,number,425,8
sections[4].questions[3].data.topCategoriesCards[0].percentage,percentage,number,100,8
sections[4].questions[3].data.topCategoriesCards[0].topics,topics,array,,8
sections[4].questions[3].data.topCategoriesCards[0].topics[0],topics[0],object,,9
sections[4].questions[3].data.topCategoriesCards[0].topics[0].topic,topic,string,colaboração eficiente,10
sections[4].questions[3].data.topCategoriesCards[0].topics[0].sentiment,sentiment,string,positive,10
sections[4].questions[3].data.topCategoriesCards[0].topics[1],topics[1],object,,9
sections[4].questions[3].data.topCategoriesCards[0].topics[1].topic,topic,string,ambiente colaborativo,10
sections[4].questions[3].data.topCategoriesCards[0].topics[1].sentiment,sentiment,string,positive,10
sections[4].questions[3].data.topCategoriesCards[0].topics[2],topics[2],object,,9
sections[4].questions[3].data.topCategoriesCards[0].topics[2].topic,topic,string,suporte entre colegas,10
sections[4].questions[3].data.topCategoriesCards[0].topics[2].sentiment,sentiment,string,positive,10
sections[4].questions[3].data.topCategoriesCards[1],topCategoriesCards[1],object,,7
sections[4].questions[3].data.topCategoriesCards[1].rank,rank,number,2,8
sections[4].questions[3].data.topCategoriesCards[1].category,category,string,Desenvolvimento Profissional,8
sections[4].questions[3].data.topCategoriesCards[1].mentions,mentions,number,312,8
sections[4].questions[3].data.topCategoriesCards[1].percentage,percentage,number,73,8
sections[4].questions[3].data.topCategoriesCards[1].topics,topics,array,,8
sections[4].questions[3].data.topCategoriesCards[1].topics[0],topics[0],object,,9
sections[4].questions[3].data.topCategoriesCards[1].topics[0].topic,topic,string,oportunidades de crescimento,10
sections[4].questions[3].data.topCategoriesCards[1].topics[0].sentiment,sentiment,string,positive,10
sections[4].questions[3].data.topCategoriesCards[1].topics[1],topics[1],object,,9
sections[4].questions[3].data.topCategoriesCards[1].topics[1].topic,topic,string,treinamentos relevantes,10
sections[4].questions[3].data.topCategoriesCards[1].topics[1].sentiment,sentiment,string,positive,10
sections[4].questions[3].data.topCategoriesCards[1].topics[2],topics[2],object,,9
sections[4].questions[3].data.topCategoriesCards[1].topics[2].topic,topic,string,mentoria,10
sections[4].questions[3].data.topCategoriesCards[1].topics[2].sentiment,sentiment,string,positive,10
sections[4].questions[3].data.topCategoriesCards[2],topCategoriesCards[2],object,,7
sections[4].questions[3].data.topCategoriesCards[2].rank,rank,number,3,8
sections[4].questions[3].data.topCategoriesCards[2].category,category,string,Flexibilidade,8
sections[4].questions[3].data.topCategoriesCards[2].mentions,mentions,number,285,8
sections[4].questions[3].data.topCategoriesCards[2].percentage,percentage,number,67,8
sections[4].questions[3].data.topCategoriesCards[2].topics,topics,array,,8
sections[4].questions[3].data.topCategoriesCards[2].topics[0],topics[0],object,,9
sections[4].questions[3].data.topCategoriesCards[2].topics[0].topic,topic,string,horário flexível,10
sections[4].questions[3].data.topCategoriesCards[2].topics[0].sentiment,sentiment,string,positive,10
sections[4].questions[3].data.topCategoriesCards[2].topics[1],topics[1],object,,9
sections[4].questions[3].data.topCategoriesCards[2].topics[1].topic,topic,string,trabalho remoto,10
sections[4].questions[3].data.topCategoriesCards[2].topics[1].sentiment,sentiment,string,positive,10
sections[4].questions[3].data.topCategoriesCards[2].topics[2],topics[2],object,,9
sections[4].questions[3].data.topCategoriesCards[2].topics[2].topic,topic,string,autonomia,10
sections[4].questions[3].data.topCategoriesCards[2].topics[2].sentiment,sentiment,string,positive,10
sections[4].questions[3].data.wordCloud,wordCloud,array,,6
sections[4].questions[3].data.wordCloud[0],wordCloud[0],object,,7
sections[4].questions[3].data.wordCloud[0].text,text,string,equipe,8
sections[4].questions[3].data.wordCloud[0].value,value,number,425,8
sections[4].questions[3].data.wordCloud[1],wordCloud[1],object,,7
sections[4].questions[3].data.wordCloud[1].text,text,string,desenvolvimento,8
sections[4].questions[3].data.wordCloud[1].value,value,number,312,8
sections[4].questions[3].data.wordCloud[2],wordCloud[2],object,,7
sections[4].questions[3].data.wordCloud[2].text,text,string,flexibilidade,8
sections[4].questions[3].data.wordCloud[2].value,value,number,285,8
sections[4].questions[3].data.wordCloud[3],wordCloud[3],object,,7
sections[4].questions[3].data.wordCloud[3].text,text,string,colaboração,8
sections[4].questions[3].data.wordCloud[3].value,value,number,198,8
sections[4].questions[3].data.wordCloud[4],wordCloud[4],object,,7
sections[4].questions[3].data.wordCloud[4].text,text,string,crescimento,8
sections[4].questions[3].data.wordCloud[4].value,value,number,156,8
sections[4].questions[3].data.wordCloud[5],wordCloud[5],object,,7
sections[4].questions[3].data.wordCloud[5].text,text,string,oportunidades,8
sections[4].questions[3].data.wordCloud[5].value,value,number,134,8
sections[4].questions[3].data.wordCloud[6],wordCloud[6],object,,7
sections[4].questions[3].data.wordCloud[6].text,text,string,liderança,8
sections[4].questions[3].data.wordCloud[6].value,value,number,112,8
sections[4].questions[3].data.wordCloud[7],wordCloud[7],object,,7
sections[4].questions[3].data.wordCloud[7].text,text,string,autonomia,8
sections[4].questions[3].data.wordCloud[7].value,value,number,98,8
sections[4].questions[3].data.wordCloud[8],wordCloud[8],object,,7
sections[4].questions[3].data.wordCloud[8].text,text,string,reconhecimento,8
sections[4].questions[3].data.wordCloud[8].value,value,number,87,8
sections[4].questions[3].data.wordCloud[9],wordCloud[9],object,,7
sections[4].questions[3].data.wordCloud[9].text,text,string,cultura,8
sections[4].questions[3].data.wordCloud[9].value,value,number,76,8
sections[4].questions[4],questions[4],object,,4
sections[4].questions[4].id,id,number,5,5
sections[4].questions[4].index,index,number,5,5
sections[4].questions[4].questionType,questionType,string,open-ended,5
sections[4].questions[4].question,question,string,O que poderia ser melhorado na empresa?,5
sections[4].questions[4].summary,summary,string,"As principais áreas de melhoria mencionadas são comunicação interna, processos burocráticos e gestão de carga de trabalho.
Funcionários também mencionam necessidade de mais reconhecimento e melhorias em ferramentas e tecnologia.",5
sections[4].questions[4].data,data,object,,5
sections[4].questions[4].data.sentimentStackedChart,sentimentStackedChart,array,,6
sections[4].questions[4].data.sentimentStackedChart[0],sentimentStackedChart[0],object,,7
sections[4].questions[4].data.sentimentStackedChart[0].category,category,string,Comunicação Interna,8
sections[4].questions[4].data.sentimentStackedChart[0].positive,positive,number,32.5,8
sections[4].questions[4].data.sentimentStackedChart[0].neutral,neutral,number,22.5,8
sections[4].questions[4].data.sentimentStackedChart[0].negative,negative,number,45,8
sections[4].questions[4].data.sentimentStackedChart[1],sentimentStackedChart[1],object,,7
sections[4].questions[4].data.sentimentStackedChart[1].category,category,string,Carga de Trabalho,8
sections[4].questions[4].data.sentimentStackedChart[1].positive,positive,number,18.2,8
sections[4].questions[4].data.sentimentStackedChart[1].neutral,neutral,number,29.8,8
sections[4].questions[4].data.sentimentStackedChart[1].negative,negative,number,52,8
sections[4].questions[4].data.sentimentStackedChart[2],sentimentStackedChart[2],object,,7
sections[4].questions[4].data.sentimentStackedChart[2].category,category,string,Processos Burocráticos,8
sections[4].questions[4].data.sentimentStackedChart[2].positive,positive,number,15.5,8
sections[4].questions[4].data.sentimentStackedChart[2].neutral,neutral,number,36.5,8
sections[4].questions[4].data.sentimentStackedChart[2].negative,negative,number,48,8
sections[4].questions[4].data.topCategoriesCards,topCategoriesCards,array,,6
sections[4].questions[4].data.topCategoriesCards[0],topCategoriesCards[0],object,,7
sections[4].questions[4].data.topCategoriesCards[0].rank,rank,number,1,8
sections[4].questions[4].data.topCategoriesCards[0].category,category,string,Comunicação Interna,8
sections[4].questions[4].data.topCategoriesCards[0].mentions,mentions,number,387,8
sections[4].questions[4].data.topCategoriesCards[0].percentage,percentage,number,100,8
sections[4].questions[4].data.topCategoriesCards[0].topics,topics,array,,8
sections[4].questions[4].data.topCategoriesCards[0].topics[0],topics[0],object,,9
sections[4].questions[4].data.topCategoriesCards[0].topics[0].topic,topic,string,falta de transparência,10
sections[4].questions[4].data.topCategoriesCards[0].topics[0].sentiment,sentiment,string,negative,10
sections[4].questions[4].data.topCategoriesCards[0].topics[1],topics[1],object,,9
sections[4].questions[4].data.topCategoriesCards[0].topics[1].topic,topic,string,comunicação fragmentada,10
sections[4].questions[4].data.topCategoriesCards[0].topics[1].sentiment,sentiment,string,negative,10
sections[4].questions[4].data.topCategoriesCards[0].topics[2],topics[2],object,,9
sections[4].questions[4].data.topCategoriesCards[0].topics[2].topic,topic,string,necessidade de mais atualizações,10
sections[4].questions[4].data.topCategoriesCards[0].topics[2].sentiment,sentiment,string,negative,10
sections[4].questions[4].data.topCategoriesCards[1],topCategoriesCards[1],object,,7
sections[4].questions[4].data.topCategoriesCards[1].rank,rank,number,2,8
sections[4].questions[4].data.topCategoriesCards[1].category,category,string,Processos Burocráticos,8
sections[4].questions[4].data.topCategoriesCards[1].mentions,mentions,number,298,8
sections[4].questions[4].data.topCategoriesCards[1].percentage,percentage,number,77,8
sections[4].questions[4].data.topCategoriesCards[1].topics,topics,array,,8
sections[4].questions[4].data.topCategoriesCards[1].topics[0],topics[0],object,,9
sections[4].questions[4].data.topCategoriesCards[1].topics[0].topic,topic,string,processos lentos,10
sections[4].questions[4].data.topCategoriesCards[1].topics[0].sentiment,sentiment,string,negative,10
sections[4].questions[4].data.topCategoriesCards[1].topics[1],topics[1],object,,9
sections[4].questions[4].data.topCategoriesCards[1].topics[1].topic,topic,string,muitas aprovações,10
sections[4].questions[4].data.topCategoriesCards[1].topics[1].sentiment,sentiment,string,negative,10
sections[4].questions[4].data.topCategoriesCards[1].topics[2],topics[2],object,,9
sections[4].questions[4].data.topCategoriesCards[1].topics[2].topic,topic,string,necessidade de simplificação,10
sections[4].questions[4].data.topCategoriesCards[1].topics[2].sentiment,sentiment,string,negative,10
sections[4].questions[4].data.topCategoriesCards[2],topCategoriesCards[2],object,,7
sections[4].questions[4].data.topCategoriesCards[2].rank,rank,number,3,8
sections[4].questions[4].data.topCategoriesCards[2].category,category,string,Carga de Trabalho,8
sections[4].questions[4].data.topCategoriesCards[2].mentions,mentions,number,256,8
sections[4].questions[4].data.topCategoriesCards[2].percentage,percentage,number,66,8
sections[4].questions[4].data.topCategoriesCards[2].topics,topics,array,,8
sections[4].questions[4].data.topCategoriesCards[2].topics[0],topics[0],object,,9
sections[4].questions[4].data.topCategoriesCards[2].topics[0].topic,topic,string,sobrecarga,10
sections[4].questions[4].data.topCategoriesCards[2].topics[0].sentiment,sentiment,string,negative,10
sections[4].questions[4].data.topCategoriesCards[2].topics[1],topics[1],object,,9
sections[4].questions[4].data.topCategoriesCards[2].topics[1].topic,topic,string,prazos apertados,10
sections[4].questions[4].data.topCategoriesCards[2].topics[1].sentiment,sentiment,string,negative,10
sections[4].questions[4].data.topCategoriesCards[2].topics[2],topics[2],object,,9
sections[4].questions[4].data.topCategoriesCards[2].topics[2].topic,topic,string,necessidade de melhor distribuição,10
sections[4].questions[4].data.topCategoriesCards[2].topics[2].sentiment,sentiment,string,negative,10
sections[4].questions[4].data.wordCloud,wordCloud,array,,6
sections[4].questions[4].data.wordCloud[0],wordCloud[0],object,,7
sections[4].questions[4].data.wordCloud[0].text,text,string,comunicação,8
sections[4].questions[4].data.wordCloud[0].value,value,number,387,8
sections[4].questions[4].data.wordCloud[1],wordCloud[1],object,,7
sections[4].questions[4].data.wordCloud[1].text,text,string,processos,8
sections[4].questions[4].data.wordCloud[1].value,value,number,298,8
sections[4].questions[4].data.wordCloud[2],wordCloud[2],object,,7
sections[4].questions[4].data.wordCloud[2].text,text,string,carga,8
sections[4].questions[4].data.wordCloud[2].value,value,number,256,8
sections[4].questions[4].data.wordCloud[3],wordCloud[3],object,,7
sections[4].questions[4].data.wordCloud[3].text,text,string,trabalho,8
sections[4].questions[4].data.wordCloud[3].value,value,number,234,8
sections[4].questions[4].data.wordCloud[4],wordCloud[4],object,,7
sections[4].questions[4].data.wordCloud[4].text,text,string,burocráticos,8
sections[4].questions[4].data.wordCloud[4].value,value,number,198,8
sections[4].questions[4].data.wordCloud[5],wordCloud[5],object,,7
sections[4].questions[4].data.wordCloud[5].text,text,string,melhorias,8
sections[4].questions[4].data.wordCloud[5].value,value,number,176,8
sections[4].questions[4].data.wordCloud[6],wordCloud[6],object,,7
sections[4].questions[4].data.wordCloud[6].text,text,string,transparência,8
sections[4].questions[4].data.wordCloud[6].value,value,number,154,8
sections[4].questions[4].data.wordCloud[7],wordCloud[7],object,,7
sections[4].questions[4].data.wordCloud[7].text,text,string,simplificação,8
sections[4].questions[4].data.wordCloud[7].value,value,number,132,8
sections[4].questions[4].data.wordCloud[8],wordCloud[8],object,,7
sections[4].questions[4].data.wordCloud[8].text,text,string,reconhecimento,8
sections[4].questions[4].data.wordCloud[8].value,value,number,118,8
sections[4].questions[4].data.wordCloud[9],wordCloud[9],object,,7
sections[4].questions[4].data.wordCloud[9].text,text,string,ferramentas,8
sections[4].questions[4].data.wordCloud[9].value,value,number,98,8
sections[4].questions[5],questions[5],object,,4
sections[4].questions[5].id,id,number,6,5
sections[4].questions[5].index,index,number,6,5
sections[4].questions[5].questionType,questionType,string,open-ended,5
sections[4].questions[5].question,question,string,Como você descreveria a cultura organizacional?,5
sections[4].questions[5].summary,summary,string,"A maioria dos funcionários descreve a cultura como colaborativa e inovadora.
Alguns mencionam necessidade de mais transparência e agilidade.
A cultura é vista como um ponto forte, mas há oportunidades de melhoria em comunicação e processos.",5
sections[4].questions[5].data,data,object,,5
sections[4].questions[5].data.sentimentStackedChart,sentimentStackedChart,array,,6
sections[4].questions[5].data.sentimentStackedChart[0],sentimentStackedChart[0],object,,7
sections[4].questions[5].data.sentimentStackedChart[0].category,category,string,Colaboração,8
sections[4].questions[5].data.sentimentStackedChart[0].positive,positive,number,78.5,8
sections[4].questions[5].data.sentimentStackedChart[0].neutral,neutral,number,15.2,8
sections[4].questions[5].data.sentimentStackedChart[0].negative,negative,number,6.3,8
sections[4].questions[5].data.sentimentStackedChart[1],sentimentStackedChart[1],object,,7
sections[4].questions[5].data.sentimentStackedChart[1].category,category,string,Inovação,8
sections[4].questions[5].data.sentimentStackedChart[1].positive,positive,number,72.3,8
sections[4].questions[5].data.sentimentStackedChart[1].neutral,neutral,number,20.5,8
sections[4].questions[5].data.sentimentStackedChart[1].negative,negative,number,7.2,8
sections[4].questions[5].data.sentimentStackedChart[2],sentimentStackedChart[2],object,,7
sections[4].questions[5].data.sentimentStackedChart[2].category,category,string,Transparência,8
sections[4].questions[5].data.sentimentStackedChart[2].positive,positive,number,45.2,8
sections[4].questions[5].data.sentimentStackedChart[2].neutral,neutral,number,32.8,8
sections[4].questions[5].data.sentimentStackedChart[2].negative,negative,number,22,8
sections[4].questions[5].data.topCategoriesCards,topCategoriesCards,array,,6
sections[4].questions[5].data.topCategoriesCards[0],topCategoriesCards[0],object,,7
sections[4].questions[5].data.topCategoriesCards[0].rank,rank,number,1,8
sections[4].questions[5].data.topCategoriesCards[0].category,category,string,Colaborativa,8
sections[4].questions[5].data.topCategoriesCards[0].mentions,mentions,number,412,8
sections[4].questions[5].data.topCategoriesCards[0].percentage,percentage,number,100,8
sections[4].questions[5].data.topCategoriesCards[0].topics,topics,array,,8
sections[4].questions[5].data.topCategoriesCards[0].topics[0],topics[0],object,,9
sections[4].questions[5].data.topCategoriesCards[0].topics[0].topic,topic,string,trabalho em equipe,10
sections[4].questions[5].data.topCategoriesCards[0].topics[0].sentiment,sentiment,string,positive,10
sections[4].questions[5].data.topCategoriesCards[0].topics[1],topics[1],object,,9
sections[4].questions[5].data.topCategoriesCards[0].topics[1].topic,topic,string,apoio mútuo,10
sections[4].questions[5].data.topCategoriesCards[0].topics[1].sentiment,sentiment,string,positive,10
sections[4].questions[5].data.topCategoriesCards[0].topics[2],topics[2],object,,9
sections[4].questions[5].data.topCategoriesCards[0].topics[2].topic,topic,string,ambiente acolhedor,10
sections[4].questions[5].data.topCategoriesCards[0].topics[2].sentiment,sentiment,string,positive,10
sections[4].questions[5].data.topCategoriesCards[1],topCategoriesCards[1],object,,7
sections[4].questions[5].data.topCategoriesCards[1].rank,rank,number,2,8
sections[4].questions[5].data.topCategoriesCards[1].category,category,string,Inovadora,8
sections[4].questions[5].data.topCategoriesCards[1].mentions,mentions,number,298,8
sections[4].questions[5].data.topCategoriesCards[1].percentage,percentage,number,72,8
sections[4].questions[5].data.topCategoriesCards[1].topics,topics,array,,8
sections[4].questions[5].data.topCategoriesCards[1].topics[0],topics[0],object,,9
sections[4].questions[5].data.topCategoriesCards[1].topics[0].topic,topic,string,aberta a novas ideias,10
sections[4].questions[5].data.topCategoriesCards[1].topics[0].sentiment,sentiment,string,positive,10
sections[4].questions[5].data.topCategoriesCards[1].topics[1],topics[1],object,,9
